epoch,accuracy,loss
0,0.9226155877113342,0.182029128074646
1,0.925537645816803,0.17468872666358948
2,0.9264655709266663,0.17261023819446564
3,0.9269245862960815,0.17159079015254974
4,0.9272701144218445,0.17052604258060455
5,0.9278870820999146,0.169830322265625
6,0.9279759526252747,0.16932497918605804
7,0.9282178282737732,0.16882367432117462
8,0.9284349679946899,0.16820433735847473
9,0.9283609390258789,0.1679217666387558
10,0.9286571145057678,0.16727863252162933
11,0.9286324381828308,0.16725613176822662
12,0.928869366645813,0.1667901575565338
13,0.9289878010749817,0.16630220413208008
14,0.9291161298751831,0.16625529527664185
15,0.9293777346611023,0.16588495671749115
16,0.9296492338180542,0.16556905210018158
17,0.9296541213989258,0.1653803139925003
18,0.9297133684158325,0.16491806507110596
19,0.9295751452445984,0.16483931243419647
20,0.9298367500305176,0.1646372228860855
21,0.9296343922615051,0.1641826033592224
22,0.929831862449646,0.16422683000564575
23,0.9301131963729858,0.16403022408485413
24,0.9304044246673584,0.16354648768901825
25,0.9302908778190613,0.16341866552829742
26,0.9305179119110107,0.16294683516025543
27,0.9302316308021545,0.1627185344696045
28,0.9307942986488342,0.16217443346977234
29,0.9306117296218872,0.16251187026500702
30,0.9309571981430054,0.1627962738275528
31,0.9311447739601135,0.1616348773241043
32,0.930976927280426,0.16160452365875244
33,0.9311793446540833,0.16092854738235474
34,0.9310213923454285,0.16083574295043945
35,0.9314606785774231,0.16055044531822205
36,0.9319592118263245,0.1598202884197235
37,0.9323491454124451,0.15968985855579376
38,0.9320233464241028,0.1592409908771515
39,0.9323046803474426,0.15921887755393982
40,0.9323195219039917,0.1592254340648651
41,0.9321615695953369,0.15870597958564758
42,0.9325811266899109,0.15829090774059296
43,0.9325465559959412,0.15819388628005981
44,0.9327144026756287,0.15775927901268005
45,0.9329315423965454,0.15748748183250427
46,0.9332622289657593,0.15679749846458435
47,0.9331388473510742,0.1566440910100937
48,0.9333264231681824,0.1562328189611435
49,0.9334547519683838,0.15598148107528687
50,0.9336274862289429,0.15571388602256775
51,0.9339286088943481,0.1554790735244751
52,0.9343530535697937,0.15441840887069702
53,0.9340766668319702,0.15430784225463867
54,0.9345752000808716,0.15383882820606232
55,0.9345209002494812,0.15335534512996674
56,0.9344024658203125,0.15353281795978546
57,0.9350588917732239,0.15269123017787933
58,0.9352514147758484,0.15248516201972961
59,0.9350786805152893,0.15214841067790985
60,0.9353106617927551,0.15208519995212555
61,0.9352908730506897,0.15143637359142303
62,0.9352415204048157,0.15144531428813934
63,0.9358042478561401,0.15057188272476196
64,0.9358338117599487,0.15120016038417816
65,0.9356018304824829,0.15106312930583954
66,0.9364409446716309,0.14919234812259674
67,0.9361398816108704,0.14959445595741272
68,0.9365149736404419,0.14880435168743134
69,0.9373590350151062,0.147783562541008
70,0.9367371201515198,0.14795467257499695
71,0.9369345307350159,0.14732763171195984
72,0.9371122121810913,0.14753329753875732
73,0.9375959634780884,0.146659255027771
74,0.9377736449241638,0.14633113145828247
75,0.9377242922782898,0.14587190747261047
76,0.9378427267074585,0.14583255350589752
77,0.9379019737243652,0.14620161056518555
78,0.938563346862793,0.14478100836277008
79,0.9385436177253723,0.1444123089313507
80,0.9388200044631958,0.14376868307590485
81,0.9388151168823242,0.14509747922420502
82,0.9386176466941833,0.14382429420948029
83,0.9391359090805054,0.1429980844259262
84,0.939525842666626,0.14260487258434296
85,0.939441978931427,0.14244364202022552
86,0.9399009943008423,0.14156946539878845
87,0.9397677183151245,0.14188607037067413
88,0.9398022890090942,0.14131279289722443
89,0.9402218461036682,0.14109523594379425
90,0.940587043762207,0.1402338743209839
91,0.9406512379646301,0.14025352895259857
92,0.9408091902732849,0.1396045833826065
93,0.9413077235221863,0.1390102058649063
94,0.941031277179718,0.13898175954818726
95,0.9412385821342468,0.1384972184896469
96,0.9415150284767151,0.1384236216545105
97,0.9406512379646301,0.1402236819267273
98,0.941426157951355,0.13874602317810059
99,0.9419000148773193,0.1367664337158203
100,0.9418506622314453,0.13619297742843628
101,0.9421172142028809,0.13728898763656616
102,0.9423689246177673,0.1360277235507965
103,0.942512035369873,0.1359737664461136
104,0.9428871870040894,0.1356019377708435
105,0.9426108002662659,0.1357119381427765
106,0.9426009058952332,0.13592982292175293
107,0.9433659315109253,0.1340828835964203
108,0.943869411945343,0.1330670863389969
109,0.9436867833137512,0.13372457027435303
110,0.9438496828079224,0.13320907950401306
111,0.9438299536705017,0.13358449935913086
112,0.9438891410827637,0.13287398219108582
113,0.9441457986831665,0.13228347897529602
114,0.943770706653595,0.13271820545196533
115,0.9445752501487732,0.13145877420902252
116,0.9441507458686829,0.131269171833992
117,0.9446789026260376,0.13121363520622253
118,0.944831907749176,0.13103778660297394
119,0.9447233080863953,0.1309271603822708
120,0.945152759552002,0.1307813823223114
121,0.945152759552002,0.12966690957546234
122,0.9450491070747375,0.1310964822769165
123,0.9448714256286621,0.13002565503120422
124,0.9455574750900269,0.12924997508525848
125,0.9455673694610596,0.12850458920001984
126,0.9458042979240417,0.12843288481235504
127,0.94562166929245,0.12799565494060516
128,0.9461004137992859,0.12771762907505035
129,0.9458141326904297,0.1289563924074173
130,0.9469592571258545,0.12660379707813263
131,0.9464163184165955,0.12739650905132294
132,0.9456611275672913,0.13151757419109344
133,0.946139931678772,0.12827375531196594
134,0.9467223286628723,0.12592343986034393
135,0.9464212656021118,0.12693852186203003
136,0.9471814036369324,0.12602274119853973
137,0.9469543099403381,0.12561216950416565
138,0.946756899356842,0.12639445066452026
139,0.9469148516654968,0.12524603307247162
140,0.947077751159668,0.12523947656154633
141,0.9468901753425598,0.12687110900878906
142,0.9475071430206299,0.12457969039678574
143,0.947729229927063,0.12429193407297134
144,0.9476157426834106,0.12406879663467407
145,0.9475071430206299,0.12478889524936676
146,0.9479563236236572,0.12357369065284729
147,0.9476305246353149,0.1233915239572525
148,0.9479612708091736,0.12329810112714767
149,0.9486868381500244,0.12238387763500214
150,0.9484054446220398,0.12290386110544205
151,0.9484400153160095,0.12262672930955887
152,0.9486473202705383,0.12266413122415543
153,0.948716402053833,0.12288627028465271
154,0.9488793015480042,0.12121438980102539
155,0.9484005570411682,0.12351665645837784
156,0.9484646916389465,0.12193071842193604
157,0.9482722282409668,0.12268121540546417
158,0.9487509727478027,0.12395778298377991
159,0.9474478960037231,0.12478680163621902
160,0.9486522674560547,0.12234166264533997
161,0.9494321346282959,0.12080460041761398
162,0.9492495059967041,0.12083505094051361
163,0.9497184157371521,0.12039640545845032
164,0.949086606502533,0.12134083360433578
165,0.9497578740119934,0.12001363933086395
166,0.9493679404258728,0.1208382323384285
167,0.9502712488174438,0.11928004026412964
168,0.9497381448745728,0.1202617958188057
169,0.9494765400886536,0.11981871724128723
170,0.9501577019691467,0.1195838674902916
171,0.9501330256462097,0.11895019561052322
172,0.95009845495224,0.11919714510440826
173,0.9501083493232727,0.11910932511091232
174,0.9499602913856506,0.11926136910915375
175,0.9503255486488342,0.11807175725698471
176,0.9498862028121948,0.1184140220284462
177,0.9504292011260986,0.11843688040971756
178,0.9502959251403809,0.11859692633152008
179,0.9506463408470154,0.1177317202091217
180,0.9506512880325317,0.11828604340553284
181,0.9505525827407837,0.11772262305021286
182,0.9504587650299072,0.11787312477827072
183,0.951134979724884,0.11692630499601364
184,0.9503008127212524,0.11782068759202957
185,0.9513867497444153,0.1159668117761612
186,0.9517568945884705,0.1165250614285469
187,0.9516384601593018,0.11616886407136917
188,0.9513275027275085,0.11603425443172455
189,0.9513965845108032,0.1160697340965271
190,0.9509474635124207,0.11694744229316711
191,0.9517766833305359,0.11578253656625748
192,0.951480507850647,0.11547479778528214
193,0.9513521790504456,0.11628730595111847
194,0.9514064788818359,0.11589554697275162
195,0.9513818025588989,0.11668089777231216
196,0.9522209167480469,0.11444717645645142
197,0.9515150785446167,0.11562828719615936
198,0.9514657258987427,0.11563894152641296
199,0.9519197940826416,0.1150597408413887
200,0.9516631364822388,0.116267628967762
201,0.952517032623291,0.11375167220830917
202,0.9517421126365662,0.11516588181257248
203,0.9517371654510498,0.11581458896398544
204,0.9521320462226868,0.1145956814289093
205,0.9527292847633362,0.1135736033320427
206,0.9526108503341675,0.11305642127990723
207,0.9519691467285156,0.11492539197206497
208,0.9527835845947266,0.11266005784273148
